,Title,Listed count,Author
3805,"Everything Ravaged, Everything Burned",1.0,W
3806,The Ascent of Money: A Financial History of the World,1.0,N
3807,Maximum City: Bombay Lost and Found,1.0,S
3808,This Republic of Suffering: Death and the American Civil War,1.0,D
3809,"Berlin: The Downfall, 1945",1.0,A
3810,District and Circle,1.0,S
3811,The Carhullan Army,1.0,S
3812,The Emperor's Babe,1.0,B
3813,The Lost Leader,1.0,M
3814,The Position,1.0,M
3815,The Natural,1.0,B
3816,Green Eggs and Ham,1.0,D
3817,Infidel,1.0,A
3818,My Life in France,1.0,J
3819,Fargo Rock City,1.0,C
3820,Nixonland,1.0,R
3821,Them: A Memoir Of Parents,1.0,F
3822,The Wisdom Of Crowds,1.0,J
3823,The World Without Us,1.0,A
3824,Carter Beats The Devil,1.0,G
3825,The Story Of Edgar Sawtelle,1.0,D
3826,The Terror,1.0,D
3827,The Time Traveler's Wife,1.0,A
3828,Journals,1.0,M
3829,"Wind, Sand and Stars",1.0,A
3830,The Exploration of the Colorado River,1.0,J
3831,Arabian Sands,1.0,W
3832,Annapurna,1.0,M
3833,Travels,1.0,M
3834,Farthest North,1.0,F
3835,Two Years Before the Mast,1.0,R
3836,South,1.0,E
3837,A Short Walk in the Hindu Kush,1.0,E
3838,Kon-Tiki,1.0,T
3839,Travels in West Africa,1.0,M
3840,Journals (Cook),1.0,J
3841,Home of the Blizzard,1.0,D
3842,Sailing Alone Around the World,1.0,J
3843,The Mountain of My Fear,1.0,D
3844,A Wilderness Narrative,1.0,D
3845,First Footsteps in East Africa,1.0,R
3846,The Perfect Storm,1.0,S
3847,The Oregon Trail,1.0,F
3848,Through the Dark Continent,1.0,H
3849,A Lady's Life in the Rocky Mountains,1.0,I
3850,In the Land of White Death,1.0,V
3851,Endurance,1.0,F
3852,Scrambles Amongst the Alps,1.0,E
3853,Scott's Last Expedition: The Journals,1.0,R
3854,Everest: The West Ridge,1.0,T
3855,Journey Without Maps,1.0,G
3856,Starlight and Storm,1.0,G
3857,My First Summer in the Sierra,1.0,J
3858,My Life as an Explorer,1.0,S
3859,In Trouble Again,1.0,R
3860,The Man Who Walked Through Time,1.0,C
3861,K2 The Savage Mountain,1.0,C
3862,Gipsy Moth Circles the World,1.0,F
3863,Man-Eaters of Kumaon,1.0,J
3864,Alone,1.0,R
3865,Stranger in the Forest,1.0,E
3866,Travels in Arabia Deserta,1.0,C
3867,The Royal Road to Romance,1.0,R
3868,The Long Walk,1.0,S
3869,Mountaineering in the Sierra Nevada,1.0,C
3870,My Journey to Lhasa,1.0,A
3871,Journal of the Discovery of the Source of the Nile,1.0,J
3872,Running the Amazon,1.0,J
3873,Alive,1.0,P
3874,The Principal Navigations,1.0,R
3875,Incidents of Travel in Yucatan,1.0,J
3876,Shipwreck of the Whaleship Essex,1.0,O
3877,Life in the Far West,1.0,G
3878,My Life As an Explorer (Amundsen),1.0,R
3879,News from Tartary,1.0,P
3880,Annapurna: A Woman's Place,1.0,A
3881,Mutiny on the Bounty,1.0,W
3882,Adrift,1.0,S
3883,Castaways,1.0,A
3884,Touching the Void,1.0,J
3885,Tracks,1.0,R
3886,The Adventures of Captain Bonneville,1.0,W
3887,Cooper's Creek,1.0,A
3888,The Fearful Void,1.0,G
3889,No Picnic on Mount Kenya,1.0,F
3890,Through the Brazilian Wilderness,1.0,T
3891,Minus 148,1.0,A
3892,Travels (Ibn Battúta),1.0,I
3893,Jaguars Ripped My Flesh,1.0,T
3894,Journal of a Trapper,1.0,O
3895,Full Tilt,1.0,D
3896,Terra Incognita,1.0,S
3897,We Die Alone,1.0,D
3898,Kabloona,1.0,G
3899,Conquistadors of the Useless,1.0,L
3900,Carrying the Fire,1.0,M
3901,Adventures in the Wilderness,1.0,W
3902,The Mountains of My Life,1.0,W
3903,Great Heart,1.0,J
3904,Journal of the Voyage to the Pacific,1.0,A
3905,The Valleys of the Assassins,1.0,F
3906,The Silent World,1.0,J
3907,Alaska Wilderness,1.0,R
3908,"Letters and Notes on the Manners, Customs, and Conditions of the North American Indians",1.0,G
3909,I Married Adventure,1.0,O
3910,The Descent of Pierre Saint-Martin,1.0,N
3911,The Crystal Horizon,1.0,R
3912,Narrative of a Journey Across the Rocky Mountains to the Columbia River,1.0,J
3913,Grizzly Years,1.0,D
3914,One Man's Mountains,1.0,T
3915,"Go Down, Moses",1.0,W
3916,The Golden Apples,1.0,E
3917,The Last Gentleman,1.0,W
3918,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,1.0,N
3919,A Life's Work: On Becoming a Mother,1.0,R
3920,London Orbital: A Year Walking Around the M25,1.0,I
3921,Landing Light,1.0,D
3922,Being Jordan,1.0,K
3923,Earth: An Intimate History,1.0,R
3924,Saturday,1.0,I
3925,The Weather Makers,1.0,T
3926,The Revenge of Gaia,1.0,J
3927,The Suspicions of Mr Whicher,1.0,K
3928,The Blair Years,1.0,A
3929,The Audacity of Hope,1.0,B
3930,Change We Can Believe In,1.0,B
3931,Time's Arrow,1.0,M
3932,A Sense of Where You Are,1.0,J
3933,The Professional,1.0,W
3934,A Fan's Notes,1.0,F
3935,Plainsong,1.0,K
3936,Women,1.0,C
3937,The Crack-Up,1.0,F
3938,CivilWarLand in Bad Decline,1.0,G
3939,What It Takes,1.0,R
3940,The Continental Op,1.0,D
3941,The Dharma Bums,1.0,J
3942,Savages: A Novel,1.0,D
3943,Blankets,1.0,C
3944,Let's Talk About Love,1.0,C
3945,Blue Like Jazz,1.0,D
3946,Killing Yourself to Live,1.0,C
3947,The Great Railway Bazaar,1.0,P
3948,Speedboat,1.0,R
3949,Outside Over There,1.0,M
3950,Bad Behavior: Stories,1.0,M
3951,Geek Love: A Novel,1.0,K
3952,The Ice Storm: A Novel,1.0,R
3953,The Epicure's Lament,1.0,K
3954,Dangerous Laughter,1.0,S
3955,Lit: A Memoir,1.0,M
3956,Pulphead: Essays,1.0,J
3957,Building Stories,1.0,C
3958,Mystic River,1.0,D
3959,Black Water,1.0,J
3960,Naked,1.0,D
3961,The House on Mango Street,1.0,S
3962,Borrowed Time,1.0,P
3963,Praying for Sheetrock,1.0,M
3964,Eva Luna,1.0,I
3965,Waiting to Exhale,1.0,T
3966,The Glass Castle,1.0,J
3967,The Night Manager,1.0,J
3968,Drop City,1.0,T
3969,Krik? Krak!,1.0,E
3970,Friday Night Lights,1.0,H
3971,A Sight for Sore Eyes,1.0,R
3972,"Eat, Pray, Love",1.0,E
3973,"Bright Lights, Big City",1.0,J
3974,Holes,1.0,L
3975,The Ruins,1.0,S
3976,Close Range: Wyoming Stories,1.0,A
3977,Comfort Me with Apples,1.0,R
3978,Random Family,1.0,A
3979,Presumed Innocent,1.0,S
3980,Kaaterskill Falls,1.0,A
3981,The Predators' Ball,1.0,C
3982,Practical Magic,1.0,A
3983,America,1.0,J
3984,Say You’re One of Them,1.0,U
3985,The Tragical History of Doctor Faustus,1.0,C
3986,"Henry IV, Part I",1.0,W
3987,The Merchant of Venice,1.0,W
3988,The Pearl,1.0,J
3989,The Taming of the Shrew,1.0,W
3990,Maggie: A Girl of the Streets,1.0,S
3991,Autobiography of an Ex-Colored Man,1.0,J
3992,Home to Harlem,1.0,C
3993,Flowering Judas and Other Stories,1.0,K
3994,"Brown Girl, Brownstones",1.0,P
3995,Airships,1.0,B
3996,City of Glass,1.0,P
3997,The Shawl,1.0,C
3998,How the Garcia Girls Lost Their Accents,1.0,J
3999,Other Inquisitions,1.0,J
4000,Nog,1.0,R
4001,Man in the Holocene,1.0,M
4002,Seven Gothic Tales,1.0,K
4003,The Lime Twig,1.0,J
4004,Blood Oranges,1.0,J
4005,"I, etcetera",1.0,S
4006,The Coup,1.0,J
4007,How We Live,1.0,R
4008,Superfiction,1.0,J
4009,The Paris Review Interviews,1.0,P
4010,Pushcart Prize Anthology,1.0,P
4011,The Writer on Her Work,1.0,J
4012,Surrealist Manifesto,1.0,A
4013,Documents of Modern Art,1.0,R
4014,A Homemade World,1.0,H
4015,Sexual Perversity in Chicago,1.0,D
4016,The Changeling,1.0,J
4017,The New Fiction,1.0,J
4018,The Palm-Wine Drinkard,1.0,A
4019,Searching for Caleb,1.0,A
4020,Thank You and Other Poems,1.0,K
4021,Collected Poems of Frank O'Hara,1.0,F
4022,Rivers and Mountains,1.0,J
4023,Tragic Magic,1.0,W
4024,Mythologies,1.0,R
4025,The Pleasure of the Text,1.0,R
4026,For a New Novel,1.0,A
4027,Falling in Place,1.0,A
4028,Fiction and the Figures of Life,1.0,W
4029,The World Within the Word,1.0,W
4030,Advertisements for Myself,1.0,N
4031,The Box Man,1.0,K
4032,A Sorrow Beyond Dreams,1.0,P
4033, Kaspar and Other Plays,1.0,P
4034,Black Tickets,1.0,J
4035,Collected Stories of Peter Taylor,1.0,P
4036,The Pure and the Impure,1.0,C
4037,"Will You Please be Quiet, Please?",1.0,R
4038,The Oranging of America,1.0,M
4039,The Rhetoric of Fiction,1.0,W
4040,Sybil: Or The Two Nations,1.0,B
4041,The Sign of Four,1.0,A
4042,The History of Mr. Polly,1.0,H
4043,Lolly Willowes,1.0,S
4044,Nineteen Nineteen,1.0,J
4045,Joy in the Morning,1.0,P
4046,A Single Man,1.0,C
4047,The Beginning of Spring,1.0,P
4048,The Dyskolos,1.0,M
4049,Anabasis,1.0,X
4050,The Histories,1.0,P
4051,"Catiline's War, The Jugurthine War, Histories",1.0,S
4052,"Theophrastus: His Psychological, Doxographical, and Scientific Writings",1.0,W
4053,The Works of Archimedes,1.0,A
4054,Natural History,1.0,P
4055,The City of God,1.0,S
4056,On the Fabric of the Human Body,1.0,A
4057,An inquiry into the causes and effects of the variolae vaccinae,1.0,E
4058,"The Influence of Sea Power Upon History, 1660-1783",1.0,A
4059,English Passengers,1.0,M
4060,Twelve Bar Blues,1.0,P
4061,Spies,1.0,M
4062,Restless,1.0,W
4063,Day,1.0,A
4064,The Destiny Waltz,1.0,G
4065,The Bird of Night,1.0,S
4066,The Chip Chip Gatherers,1.0,S
4067,The Sacred and Profane Love Machine,1.0,I
4068,Docherty,1.0,W
4069,The Children of Dynmouth,1.0,W
4070,Injury Time,1.0,B
4071,Picture Palace,1.0,P
4072,The Old Jest,1.0,J
4073,How Far Can You Go?,1.0,D
4074,Silver City,1.0,M
4075,Young Shoulders,1.0,J
4076,Fools of Fortune,1.0,W
4077,Kruger's Alp,1.0,C
4078,Elegies,1.0,D
4079,The Child in Time,1.0,I
4080,Under the Eye of the Clock,1.0,C
4081,The Comforts of Madness,1.0,P
4082,The Chymical Wedding,1.0,L
4083,Coleridge: Early Visions,1.0,R
4084,Hopeful Monsters,1.0,N
4085,The Queen of the Tambourine,1.0,J
4086,A Life of Picasso,1.0,J
4087,Poor Things,1.0,A
4088,Swing Hammer Swing!,1.0,J
4089,Theory of War,1.0,J
4090,Felicia's Journey,1.0,W
4091,Behind of the Scenes at the Museum,1.0,K
4092,Every Man for Himself,1.0,B
4093,Quarantine,1.0,J
4094,Tales from Ovid,1.0,T
4095,Leading the Cheers,1.0,J
4096,Music and Silence,1.0,R
4097,Samuel Pepys: The Unequalled Self,1.0,C
4098,The Tenderness of Wolves,1.0,S
4099,The Hand That First Held Mine,1.0,M
4100,Pure,1.0,A
4101,A God in Ruins,1.0,K
4102,The Blue Lotus,1.0,H
4103,Asterix the Gaul,1.0,R
4104,The Bald Soprano,1.0,E
4105,The Abyss,1.0,M
4106,The Horseman on the Roof,1.0,J
4107,Thérèse Desqueyroux,1.0,F
4108,Confusion,1.0,S
4109,Silence de la Mer,1.0,V
4110,The Joke,1.0,M
4111,Aurélien,1.0,L
4112,The Satin Slipper,1.0,P
4113,The Resistible Rise of Arturo Ui,1.0,B
4114,Friday,1.0,M
4115,Tendrils of Vines,1.0,C
4116,Capital of Pain,1.0,P
4117,Martin Eden,1.0,J
4118,Ballad of the Salt Sea,1.0,H
4119,Writing Degree Zero,1.0,R
4120,The Order of Things,1.0,M
4121,The Wonderful Adventures of Nils,1.0,S
4122,The Martian Chronicles,1.0,R
4123,The Interrogation,1.0,J
4124,Tropisms,1.0,N
4125,Écrits: The First Complete Edition in English,1.0,J
4126,The Theater and Its Double,1.0,A
4127,The General of the Dead Army,1.0,I
4128,The Strange Case of Peter the Lett,1.0,G
4129,Furor and Mystery,1.0,R
4130,No Orchids for Miss Blandish,1.0,J
4131,Blake and Mortimer,1.0,E
4132,Second Thoughts,1.0,M
4133,The Burden of Our Time,1.0,H
4134,The Rosy Crucifixion,1.0,H
4135,Amers,1.0,S
4136,Gaston,1.0,A
4137,A Personal Matter,1.0,K
4138,The Eye in the Door,1.0,P
4139,A Home at the End of the World,1.0,M
4140,Native American Folktales,1.0,T
4141,Symposium,1.0,P
4142,The Three Hundred Tang Poems,1.0,C
4143,Apu Ollontay,1.0,P
4144,Hagoromo: A Celestial Robe,1.0,J
4145,The Works of George Peele,1.0,G
4146,The life and letters of Benjamin Franklin,1.0,B
4147,"Boswell's London Journal, 1762-1763",1.0,J
4148,"Foliage: Or, Poems Original and Translated",1.0,L
4149,Le Bateau Ivre,1.0,A
4150,"The Hunting of the Snark: An Agony, in Eight Fits",1.0,L
4151,The Hasheesh Eater,1.0,F
4152,"Struwwelpeter, Or, Merry Rhymes and Funny Pictures...",1.0,H
4153,Christina Rossetti: The Complete Poems,1.0,C
4154,An Occurrence at Owl Creek Bridge,1.0,A
4155,The Voyage Out,1.0,V
4156,The Collected Poems of Langston Hughes,1.0,L
4157,Last Exit to Brooklyn,1.0,H
4158,Best Science Fiction Stories of H. G. Wells,1.0,H
4159,Collected Short Stories of Saki,1.0,S
4160,The Collected Short Stories of Maxim Gorky,1.0,M
4161,If: A Father's Advice to His Son,1.0,R
4162,The Complete Short Stories of Jack London,1.0,J
4163,Collected Poems 1912-1944,1.0,H
4164,The Collected Works,1.0,K
4165,Cheri,1.0,C
4166,The Complete Stories,1.0,Z
4167,Black Elk Speaks,1.0,J
4168,Selected Poems of Gabriela Mistral,1.0,G
4169,"The Diary of Anais Nin, 1931-1934",1.0,A
4170,Wild at Heart: The Story of Sailor and Lula,1.0,B
4171,Einstein's Dreams,1.0,A
4172,The Public Burning,1.0,R
4173,The Soft Machine,1.0,W
4174,Nova Express,1.0,W
4175,The Ticket That Exploded,1.0,W
4176,Take It Or Leave It,1.0,R
4177,The Rifles,1.0,W
4178,Dhalgren,1.0,S
4179,The Stain: A Novel,1.0,R
4180,Entering Fire,1.0,R
4181,The Fountains of Neptune,1.0,R
4182,The Jade Cabinet,1.0,R
4183,Count Zero,1.0,W
4184,Mona Lisa Overdrive,1.0,W
4185,Lookout cartridge,1.0,J
4186,Genoa: a telling of wonders,1.0,P
4187,Double Or Nothing,1.0,R
4188,The Cannibal: Novel,1.0,J
4189,Always Coming Home,1.0,U
4190,Riddley Walker,1.0,R
4191,Go in Beauty,1.0,W
4192,The Bronc People,1.0,W
4193,Portrait of an Artist with 26 Horses,1.0,W
4194,The Franchiser,1.0,S
4195,Skinny Legs and All,1.0,T
4196,The Age of Wire and String,1.0,B
4197,Tlooth,1.0,H
4198,The Shadow of the Torturer,1.0,G
4199,The Claw Of The Conciliator,1.0,G
4200,The Sword of the Lictor,1.0,G
4201,The Citadel of the Autarch,1.0,G
4202,Legs,1.0,W
4203,Billy Phelan's Greatest Game,1.0,W
4204,The Tunnel,1.0,W
4205,Omensetter's Luck,1.0,W
4206,Darconville's Cat,1.0,A
4207,Up,1.0,R
4208,Yellow Back Radio Broke-Down,1.0,I
4209,You Bright and Risen Angels,1.0,W
4210,The Universal Baseball Association,1.0,R
4211,Creamy and Delicious,1.0,S
4212,More Than Human,1.0,T
4213,Mulligan Stew,1.0,G
4214,Easy Travel to Other Planets,1.0,T
4215,Tours of the Black Clock,1.0,S
4216,In Memoriam to Identity,1.0,K
4217,Hogg,1.0,S
4218,Nothing to be Frightened Of,1.0,J
4219,Recollected Essays,1.0,W
4220,Little Wilson and Big God,1.0,A
4221,The Water Is Wide,1.0,P
4222,The Solace of Open Spaces,1.0,G
4223,The Immense Journey,1.0,L
4224,Crazy Salad: Some Things about Women,1.0,N
4225,Snobbery: The American Version,1.0,J
4226,Great Plains,1.0,I
4227,Ever Since Darwin: Reflections in Natural History,1.0,S
4228,A Drinking Life: A Memoir,1.0,P
4229,The Edward Hoagland Reader,1.0,E
4230,The True Believer,1.0,E
4231,Farewell to Manzanar,1.0,J
4232,The Big Sea,1.0,L
4233,Collected essays,1.0,A
4234,Reliable Essays: The Best of Clive James,1.0,C
4235,A Walker in the City,1.0,A
4236,House,1.0,T
4237,Blue Highways: A Journey into America,1.0,W
4238,Enthusiasms,1.0,B
4239,Masscult and Midcult: Essays Against the American Grain,1.0,D
4240,Coming into the Country,1.0,J
4241,Whoredom in Kimmage,1.0,R
4242,Mencken Chrestomathy,1.0,H
4243,The Names,1.0,N
4244,Parliament of Whores,1.0,P
4245,My Kind of Place,1.0,S
4246,Metaphors of Memory,1.0,D
4247,Hunger of Memory,1.0,R
4248,Picture,1.0,L
4249,Taking the World in for Repairs,1.0,R
4250,Changing My Mind: Occasional Essays,1.0,Z
4251,My Life and Hard Times,1.0,J
4252,Self-Consciousness,1.0,J
4253,The Wordy Shipmates,1.0,S
4254,In Search of Our Mothers' Gardens: Prose,1.0,A
4255,One Man's Meat,1.0,E
4256,Survival In Auschwitz,1.0,P
4257,Titus Alone,1.0,M
4258,An Evil Cradling,1.0,B
4259,African Stories,1.0,D
4260,Race Matters,1.0,C
4261,The Collected Poems of Audre Lorde,1.0,A
4262,The Complete Poems of Marianne Moore,1.0,M
4263,For the Union Dead,1.0,R
4264,On the Bus with Rosa Parks,1.0,R
4265,"Poems: Selected and New, 1950-1974",1.0,A
4266,Cod: A Biography of the Fish that Changed the World,1.0,M
4267,Coming of Age in the Milky Way,1.0,T
4268,"Memories, Dreams, Reflections",1.0,C
4269,This Hallowed Ground,1.0,B
4270,Awakenings,1.0,O
4271,The Female Eunuch,1.0,G
4272,Awopbopaloobop Alopbamboom: The Golden Age of Rock,1.0,N
4273,Ariel,1.0,S
4274,Grief Observed,1.0,C
4275,The Uses of Literacy,1.0,R
4276,The Nude: A Study in Ideal Form,1.0,K
4277,A Book of Mediterranean Food,1.0,E
4278,The Great Tradition,1.0,F
4279,The Last Days of Hitler,1.0,H
4280,How to Cook a Wolf,1.0,M
4281,Enemies of Promise,1.0,C
4282,The Road to Wigan Pier,1.0,G
4283,My Early Life,1.0,W
4284,The Economic Consequences of the Peace,1.0,J
4285,De Profundis,1.0,O
4286,Brief Lives,1.0,J
4287,Personal Memoirs of Ulysses S. Grant,1.0,U
4288,Travels with a Donkey in the Cévennes,1.0,R
4289,Culture and Anarchy,1.0,M
4290,Wonderful Adventures of Mrs. Seacole in Many Lands: Top Crime Story,1.0,M
4291,Thesaurus of English Words and Phrases,1.0,P
4292,London Labour and the London Poor,1.0,H
4293,Household Education,1.0,H
4294,Domestic Manners of the Americans,1.0,F
4295,Webster's Dictionary,1.0,N
4296,Confessions of an English Opium-Eater,1.0,T
4297,Tales from Shakespeare,1.0,C
4298,The Natural History and Antiquities of Selborne,1.0,G
4299,The Diary of Fanny Burney,1.0,F
4300,A tour thro' the whole island of Great Britain,1.0,D
4301,Book of Common Prayer,1.0,T
4302,The Diary of Samuel Pepys,1.0,S
4303,"Hydriotaphia, Urn Burial",1.0,S
4304,Devotions upon Emergent Occasions,1.0,J
4305,The Anatomy of Melancholy,1.0,R
4306,The History of the World,1.0,S
4307,The Mind of the South,1.0,W
4308,Killers of the Dream,1.0,L
4309,North Toward Home,1.0,W
4310,Mystery and Manners,1.0,F
4311,Incidents in the Life of a Slave Girl,1.0,H
4312,Lanterns on the Levee,1.0,W
4313,Salvation on Sand Mountain,1.0,D
4314,I'll Take My Stand,1.0,T
4315,The Message In the Bottle,1.0,W
4316,The Burder of Southern History,1.0,C
4317,The Earl of Louisiana,1.0,A
4318,Origins of the New South,1.0,C
4319,Beelzebub's Tales to His Grandson,1.0,G
4320,The Logic of Scientific Discovery,1.0,K
4321,Psychological Types,1.0,C
4322,The Mind and Society,1.0,V
4323,Treatise on Electricity and Magnetism,1.0,J
4324,Experiments on Plant Hybridization,1.0,G
4325,First Principles,1.0,H
4326,The Course in Positive Philosophy,1.0,A
4327,Avesta,1.0,Z
4328,Dhammapada,1.0,T
4329,Allegorical Expositions of the Holy Laws,1.0,P
4330,Gospel of Truth,1.0,V
4331,Outlines of Pyrrhonism,1.0,S
4332,The Guide for the Perplexed,1.0,M
4333,Kabbalah,1.0,U
4334,On the Babylonian Captivity of the Church,1.0,M
4335,Novum Organum,1.0,F
4336,Works of Gottfried Wilhelm Leibniz,1.0,G
4337,A Treatise Concerning the Principles of Human Knowledge,1.0,G
4338,The New Science,1.0,G
4339,Enquiry Concerning Political Justice,1.0,W
4340,Phenomenology of Mind,1.0,G
4341,The Blazing World,1.0,S
4342,The Book of Strange New Things,1.0,M
4343,"Invisible Man, Got the Whole World Watching",1.0,M
4344,The Empathy Exams: Essays,1.0,L
4345,The Lost City of Z,1.0,D
4346,The Faraway Nearby,1.0,R
4347,Just Mercy,1.0,B
4348,I Loved You More,1.0,T
4349,The Invented Part,1.0,R
4350,March: Book One,1.0,J
4351,War Is a Force that Gives Us Meaning,1.0,C
4352,The Yiddish Policemen's Union,1.0,M
4353,Commonwealth,1.0,A
4354,Anything Is Possible,1.0,E
4355,The Interestings,1.0,M
4356,My Year of Rest and Relaxation,1.0,O
4357,Circe,1.0,M
4358,Swamplandia!,1.0,K
4359,The Leavers,1.0,L
4360,The Way of Kings,1.0,B
4361,Wolf in White Van,1.0,J
4362,The Water Dancer,1.0,T
4363,The Night Circus,1.0,E
4364,Swing Time,1.0,Z
4365,The Wise Man's Fear,1.0,P
4366,The Destroyers,1.0,C
4367,"Boy, Snow, Bird",1.0,H
4368,The Lesser Bohemians,1.0,E
4369,Red at the Bone,1.0,J
4370,Eileen,1.0,O
4371,The Poppy War,1.0,R
4372,The Incendiaries,1.0,R
4373,Bowlaway,1.0,E
4374,An Absolutely Remarkable Thing,1.0,H
4375,The Twelve Lives of Samuel Hawley,1.0,H
4376,Who Fears Death,1.0,N
4377,An Untamed State,1.0,R
4378,The Ocean at the End of the Lane,1.0,N
4379,Sudden Death,1.0,A
4380,Flight Behavior,1.0,B
4381,Study of Organic Inferiority and Its Physical Compensation: A Contribution to Clinical Medicine,1.0,A
4382,Philosophy of Modern Music,1.0,T
4383,Patterns of Culture,1.0,R
4384,The Engineering of Consent,1.0,E
4385,"Our Bodies, Ourselves",1.0,O
4386,Looking at Dance,1.0,E
4387,The School and the Child,1.0,J
4388,The Masters and the Slaves,1.0,G
4389,In the Shadow of Man,1.0,J
4390,Creatures that Once Were Men,1.0,M
4391,"Men are from Mars, Women are from Venus",1.0,J
4392,Art and Culture: Critical Essays,1.0,C
4393,Uncertainty Principle,1.0,W
4394,Reflections from Captivity,1.0,H
4395,Encyclicals of Pope John XXIII,1.0,P
4396,Psychology of the Unconscious,1.0,C
4397,Sexual Behavior in the Human Male,1.0,A
4398,The Raw and the Cooked,1.0,C
4399,On Aggression,1.0,K
4400,Motivation and Personality,1.0,A
4401,The Power Elite,1.0,C
4402,A Critique of the Theory of Evolution,1.0,T
4403,The Montessori Method,1.0,M
4404,Conditioned Reflexes,1.0,I
4405,Judgement and Reasoning in the Child,1.0,J
4406,Function of the Orgasm,1.0,W
4407,How the Other Half Lives,1.0,J
4408,Intelligent Life in the Universe,1.0,C
4409,Happiness in Marriage,1.0,M
4410,Decline of the West,1.0,O
4411,The History of the Standard Oil Company,1.0,I
4412,Theory of Games and Economic Behavior,1.0,J
4413,AA Big Book,1.0,B
4414,Behaviorism,1.0,J
